Listing Position,Title,Brand,MRP,Price,Average Rating Score,Count of Ratings,Count of Reviews,Product URL,Image_url
71,LG UT80 127 cm (50 inch) LED 4K Ultra HD WebOS TV with Filmmaker Mode (2024 model),Lg,76990.0,53990.0,0.0,0,0,https://www.croma.com/lg-ut80-127-cm-50-inch-led-4k-ultra-hd-webos-tv-with-filmmaker-mode-2024-model-/p/306825,https://media.croma.com/image/upload/v1724857884/Croma%20Assets/Entertainment/Television/Images/306825_0_h4zanj.png
72,SAMSUNG DU7700 Series 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,51400.0,38479.0,0.0,0,0,https://www.croma.com/samsung-du7700-series-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305634,https://media.croma.com/image/upload/v1722278077/Croma%20Assets/Entertainment/Television/Images/305634_0_hks1lb.png
73,TCL P755 Pro 189 cm (75 inch) 4K UHD  QLED Smart Google TV with Dolby Atmos (2024 model),Tcl,259990.0,67990.0,3.0,1,1,https://www.croma.com/tcl-p755-pro-189-cm-75-inch-4k-uhd-qled-smart-google-tv-with-dolby-atmos-2024-model-/p/306528,https://media.croma.com/image/upload/v1716469824/Croma%20Assets/Entertainment/Television/Images/306528_aio6l1.png
74,SAMSUNG Crystal 4K 125 cm (50 inch) 4K Ultra HD LED Tizen TV (2021 model),Samsung,68400.0,34990.0,1.0,2,2,https://www.croma.com/samsung-crystal-4k-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-2021-model-/p/252330,https://media.croma.com/image/upload/v1722278991/Croma%20Assets/Entertainment/Television/Images/252330_0_wjhae7.png
75,Acer Frameless 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Acer,31990.0,23999.0,5.0,5,4,https://www.croma.com/acer-frameless-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/249507,https://media.croma.com/image/upload/v1722285026/Croma%20Assets/Entertainment/Television/Images/249507_0_gwzv3t.png
76,Sony Bravia 7 139 cm (55 inch) Mini LED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,249900.0,173840.0,0.0,0,0,https://www.croma.com/sony-bravia-7-139-cm-55-inch-mini-led-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308069,https://media.croma.com/image/upload/v1720765686/Croma%20Assets/Entertainment/Television/Images/308069_o4q8uw.png
77,SAMSUNG DU8300 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color,Samsung,78900.0,59451.0,0.0,0,0,https://www.croma.com/samsung-du8300-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color/p/305663,https://media.croma.com/image/upload/v1717061364/Croma%20Assets/Entertainment/Television/Images/305663_0_ufphry.png
78,iFFALCON U62 108 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Audio (2022 model),Iffalcon,49990.0,18999.0,5.0,1,1,https://www.croma.com/iffalcon-u62-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2022-model-/p/305123,https://media.croma.com/image/upload/v1722274039/Croma%20Assets/Entertainment/Television/Images/305123_0_csx2uf.png
79,Haier S800QT 140 cm (55 inch) 4K Ultra HD QLED Google TV with Dolby Vision & Dolby Atmos,Haier,110990.0,57990.0,0.0,0,0,https://www.croma.com/haier-s800qt-140-cm-55-inch-4k-ultra-hd-qled-google-tv-with-dolby-vision-dolby-atmos/p/307619,https://media.croma.com/image/upload/v1719033328/Croma%20Assets/Entertainment/Television/307619_cnlk62.png
80,KODAK Matrix 126 cm (50 inch) QLED 4K Ultra HD Google TV with DTS TruSurround Technology (2022 model),Kodak,49999.0,26499.0,5.0,2,2,https://www.croma.com/kodak-matrix-126-cm-50-inch-qled-4k-ultra-hd-google-tv-with-dts-trusurround-technology-2022-model-/p/267683,https://media.croma.com/image/upload/v1722282299/Croma%20Assets/Entertainment/Television/Images/267683_0_k8de5g.png
81,iFFALCON U62 126 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Audio (2023 model),Iffalcon,60990.0,25999.0,3.0,1,1,https://www.croma.com/iffalcon-u62-126-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-audio-2023-model-/p/301403,https://media.croma.com/image/upload/v1722283151/Croma%20Assets/Entertainment/Television/Images/301403_0_fggkke.png
82,Acer Frameless 140 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Acer,54990.0,34999.0,5.0,1,1,https://www.croma.com/acer-frameless-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/246908,https://media.croma.com/image/upload/v1722276261/Croma%20Assets/Entertainment/Television/Images/246908_0_ziejmf.png
83,SAMSUNG Crystal 4K 163 cm (65 inch) 4K Ultra HD LED Tizen TV (2021 model),Samsung,116900.0,60990.0,0.0,0,0,https://www.croma.com/samsung-crystal-4k-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-2021-model-/p/252332,https://media.croma.com/image/upload/v1722279064/Croma%20Assets/Entertainment/Television/Images/252332_0_j3x0r2.png
84,Hisense A65N 139 cm (55 inch) LED 4K Ultra HD Google TV with Dolby Vision and Dolby Digital (2024 model),Hisense,64999.0,37999.0,0.0,0,0,https://www.croma.com/hisense-a65n-139-cm-55-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-digital-2024-model-/p/307974,https://media.croma.com/image/upload/v1720243876/Croma%20Assets/Entertainment/Television/Images/307974_pobgtq.png
85,KODAK Matrix 139 cm (55 inch) QLED 4K Ultra HD Google TV with DTS TruSurround Technology (2022 model),Kodak,59999.0,30499.0,4.5555555556,9,7,https://www.croma.com/kodak-matrix-139-cm-55-inch-qled-4k-ultra-hd-google-tv-with-dts-trusurround-technology-2022-model-/p/267684,https://media.croma.com/image/upload/v1722282261/Croma%20Assets/Entertainment/Television/Images/267684_0_nxd6b2.png
86,LG QNED82T 139.7 cm (55 inch) QNED 4K Ultra HD WebOS TV with AI Picture Pro (2024 model),Lg,125990.0,74990.0,0.0,0,0,https://www.croma.com/lg-qned82t-139-7-cm-55-inch-qned-4k-ultra-hd-webos-tv-with-ai-picture-pro-2024-model-/p/307987,https://media.croma.com/image/upload/v1719646197/Croma%20Assets/Entertainment/Television/Images/307987_q5ys6f.png
87,TCL P755 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos (2024 model),Tcl,66990.0,33990.0,0.0,0,0,https://www.croma.com/tcl-p755-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos-2024-model-/p/306517,https://media.croma.com/image/upload/v1724858129/Croma%20Assets/Entertainment/Television/Images/306517_0_x7a5jf.png
88,Xiaomi X Pro Series 127 cm (50 inch) 4K Ultra HD LED Google TV with Bezel Less Display (2023 model),Xiaomi,59999.0,39999.0,0.0,0,0,https://www.croma.com/xiaomi-x-pro-series-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display-2023-model-/p/272246,https://media.croma.com/image/upload/v1689335965/Croma%20Assets/Entertainment/Television/Images/272246_0_tcrcwl.png
89,acer I Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2022 model),Acer,40990.0,28999.0,4.2564102564,39,37,https://www.croma.com/acer-i-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2022-model-/p/255844,https://media.croma.com/image/upload/v1722278614/Croma%20Assets/Entertainment/Television/Images/255844_0_mbfjea.png
90,SAMSUNG DU8300 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color (2024 model),Samsung,64900.0,50693.0,0.0,0,0,https://www.croma.com/samsung-du8300-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color-2024-model-/p/305842,https://media.croma.com/image/upload/v1720697679/Croma%20Assets/Entertainment/Television/Images/305842_0_tkp7x3.png
91,LG evo G4 139.7 cm (55 inch) OLED 4K Ultra HD WebOS TV with Dolby Atmos (2024 model),Lg,267990.0,212990.0,0.0,0,0,https://www.croma.com/lg-evo-g4-139-7-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-dolby-atmos-2024-model-/p/307989,https://media.croma.com/image/upload/v1719647232/Croma%20Assets/Entertainment/Television/Images/307989_pi78ix.png
92,SAMSUNG DU7000 Series 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator,Samsung,93900.0,69990.0,0.0,0,0,https://www.croma.com/samsung-du7000-series-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator/p/305661,https://media.croma.com/image/upload/v1720696942/Croma%20Assets/Entertainment/Television/Images/305661_0_saohok.png
93,LG UT80 177.8 cm (70 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,173990.0,93990.0,0.0,0,0,https://www.croma.com/lg-ut80-177-8-cm-70-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306904,https://media.croma.com/image/upload/v1724856102/Croma%20Assets/Entertainment/Television/Images/306904_0_gd1o0w.png
94,SAMSUNG DU8300 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color,Samsung,53900.0,41244.0,0.0,0,0,https://www.croma.com/samsung-du8300-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color/p/305633,https://media.croma.com/image/upload/v1724856983/Croma%20Assets/Entertainment/Television/Images/305633_0_hhwqjf.png
95,Haier P7 Series 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos,Haier,71990.0,47490.0,0.0,0,0,https://www.croma.com/haier-p7-series-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos/p/307618,https://media.croma.com/image/upload/v1719032986/Croma%20Assets/Entertainment/Television/307618_vjploe.png
96,Haier P7 Series 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos,Haier,51990.0,33990.0,0.0,0,0,https://www.croma.com/haier-p7-series-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos/p/307620,https://media.croma.com/image/upload/v1718958814/Croma%20Assets/Entertainment/Television/Images/307620_nh9myl.png
97,SONY BRAVIA 2 126 cm (50) 4K Ultra HD LED Google TV with Google Assistant (2024 model),Sony,79990.0,59840.0,0.0,0,0,https://www.croma.com/sony-bravia-2-126-cm-50-4k-ultra-hd-led-google-tv-with-google-assistant-2024-model-/p/307840,https://media.croma.com/image/upload/v1719401696/Croma%20Assets/Entertainment/Television/Images/307840_0_cbqaf8.png
98,BLAUPUNKT CyberSound G2 164 cm (65 inch) LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Blaupunkt,69999.0,39999.0,0.0,0,0,https://www.croma.com/blaupunkt-cybersound-g2-164-cm-65-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303333,https://media.croma.com/image/upload/v1722278232/Croma%20Assets/Entertainment/Television/Images/303333_0_z3moul.png
99,SAMSUNG DU7660 139.7 cm (55 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,68900.0,52537.0,0.0,0,0,https://www.croma.com/samsung-du7660-139-7-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305665,https://media.croma.com/image/upload/v1724856479/Croma%20Assets/Entertainment/Television/Images/305665_0_rbegt1.png
100,TCL C755 165 cm (65 inch) Mini LED 4K Ultra HD Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,229990.0,99990.0,0.0,0,0,https://www.croma.com/tcl-c755-165-cm-65-inch-mini-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303002,https://media.croma.com/image/upload/v1722277368/Croma%20Assets/Entertainment/Television/Images/303002_0_lqdaby.png
101,SONY X80L 108 cm (43 inch) 4K Ultra HD LED Google TV with X-Reality PRO (2023 model),Sony,99900.0,64590.0,0.0,0,0,https://www.croma.com/sony-x80l-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-x-reality-pro-2023-model-/p/271808,https://media.croma.com/image/upload/v1722282466/Croma%20Assets/Entertainment/Television/Images/271808_0_e74ojf.png
102,SAMSUNG DU7700 Series 189 cm (75 inch) 4K Ultra HD LED Tizen TV with Crystal Processor 4K,Samsung,142900.0,116147.0,0.0,0,0,https://www.croma.com/samsung-du7700-series-189-cm-75-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-4k/p/305594,https://media.croma.com/image/upload/v1722273661/Croma%20Assets/Entertainment/Television/Images/305594_0_auajao.png
103,Panasonic MX Series 108 cm (43 inch) 4K Ultra HD LED Google TV with Audio Booster Plus Speaker,Panasonic,49990.0,37290.0,0.0,0,0,https://www.croma.com/panasonic-mx-series-108-cm-43-inch-4k-ultra-hd-led-google-tv-with-audio-booster-plus-speaker/p/273071,https://media.croma.com/image/upload/v1722280271/Croma%20Assets/Entertainment/Television/Images/273071_0_ya9bri.png
104,LG QNED82T 109.22 cm (43 inch) 4K Ultra HD QNED Web OS TV with AI Processor 4K Gen7 (2024 model),Lg,74990.0,56790.0,0.0,0,0,https://www.croma.com/lg-qned82t-109-22-cm-43-inch-4k-ultra-hd-qned-web-os-tv-with-ai-processor-4k-gen7-2024-model-/p/307623,https://media.croma.com/image/upload/v1718960215/Croma%20Assets/Entertainment/Television/Images/307623_sbzv9r.png
105,Hisense U6N Pro 139 cm (55 inch) 4K Ultra HD Mini LED VIDAA TV with Dolby Vision & Dolby Atmos,Hisense,89999.0,52999.0,0.0,0,0,https://www.croma.com/hisense-u6n-pro-139-cm-55-inch-4k-ultra-hd-mini-led-vidaa-tv-with-dolby-vision-dolby-atmos/p/307975,https://media.croma.com/image/upload/v1719766357/Croma%20Assets/Entertainment/Television/Images/307975_twhnx3.png
106,LG UR75 139 cm (55 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K,Lg,78990.0,49990.0,0.0,0,0,https://www.croma.com/lg-ur75-139-cm-55-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k/p/274891,https://media.croma.com/image/upload/v1722272719/Croma%20Assets/Entertainment/Television/Images/274891_0_irg2x5.png
107,Xiaomi X Pro Series 139 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos,Xiaomi,69999.0,45999.0,0.0,0,0,https://www.croma.com/xiaomi-x-pro-series-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos/p/272247,https://media.croma.com/image/upload/v1696518762/Croma%20Assets/Entertainment/Television/Images/272247_0_thdfey.png
108,SONY BRAVIA 9 215 cm (85 inch) LED 4K Ultra HD Mini Google TV with Dolby Vision & Dolby Atmos (2024 model) ,Sony,899900.0,569990.0,0.0,0,0,https://www.croma.com/sony-bravia-9-215-cm-85-inch-led-4k-ultra-hd-mini-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/309227,https://media.croma.com/image/upload/v1723543694/Croma%20Assets/Entertainment/Television/Images/309227_ooy8s9.png
109,LG UT90 165.1 cm (65 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,136990.0,85990.0,0.0,0,0,https://www.croma.com/lg-ut90-165-1-cm-65-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306902,https://media.croma.com/image/upload/v1724856359/Croma%20Assets/Entertainment/Television/Images/306902_0_oxkfur.png
110,SAMSUNG DU8300 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color (2024 model),Samsung,106900.0,87990.0,0.0,0,0,https://www.croma.com/samsung-du8300-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color-2024-model-/p/305599,https://media.croma.com/image/upload/v1720697389/Croma%20Assets/Entertainment/Television/Images/305599_0_d2tjwm.png
111,SONY BRAVIA 9 189 cm (75 inch) LED 4K Ultra HD Mini Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,649900.0,427490.0,0.0,0,0,https://www.croma.com/sony-bravia-9-189-cm-75-inch-led-4k-ultra-hd-mini-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/309224,https://media.croma.com/image/upload/v1723542431/Croma%20Assets/Entertainment/Television/Images/309224_bclrte.png
112,LG QNED82T 127 cm (50 inch) QNED 4K Ultra HD WebOS TV with AI Picture Pro (2024 model),Lg,89990.0,66490.0,0.0,0,0,https://www.croma.com/lg-qned82t-127-cm-50-inch-qned-4k-ultra-hd-webos-tv-with-ai-picture-pro-2024-model-/p/307988,https://media.croma.com/image/upload/v1719646819/Croma%20Assets/Entertainment/Television/Images/307988_sifowj.png
113,LG evo C4 121 cm (48 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Atmos (2024 model),Lg,162990.0,123990.0,0.0,0,0,https://www.croma.com/lg-evo-c4-121-cm-48-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-atmos-2024-model-/p/306827,https://media.croma.com/image/upload/v1724857837/Croma%20Assets/Entertainment/Television/Images/306827_0_otypog.png
114,SAMSUNG Crystal 4K Pro 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung,125900.0,59990.0,0.0,0,0,https://www.croma.com/samsung-crystal-4k-pro-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/250636,https://media.croma.com/image/upload/v1722288100/Croma%20Assets/Entertainment/Television/Images/250636_0_gn8hfc.png
115,LG NANO80 Nano Cell 139.7 cm (55 inch) 4K Ultra HD LED WebOS TV with AI Customization (2024 model),Lg,109990.0,75990.0,0.0,0,0,https://www.croma.com/lg-nano80-nano-cell-139-7-cm-55-inch-4k-ultra-hd-led-webos-tv-with-ai-customization-2024-model-/p/306828,https://media.croma.com/image/upload/v1719031916/Croma%20Assets/Entertainment/Television/306828_pbyyps.png
116,Croma CREL075UGB024601 190 cm (75 inch) 4K Ultra HD Mini LED Google TV with Dolby Vision IQ and Dolby Atmos,Croma,200000.0,139990.0,0.0,0,0,https://www.croma.com/croma-crel075ugb024601-190-cm-75-inch-4k-ultra-hd-mini-led-google-tv-with-dolby-vision-iq-and-dolby-atmos/p/302234,https://media.croma.com/image/upload/v1722280070/Croma%20Assets/Entertainment/Television/Images/302234_0_uicbg4.png
117,SAMSUNG DU9000 Series 249 cm (98 inch) LED 4K Ultra HD Tizen TV with Motion Xcelerator,Samsung,649900.0,499990.0,0.0,0,0,https://www.croma.com/samsung-du9000-series-249-cm-98-inch-led-4k-ultra-hd-tizen-tv-with-motion-xcelerator/p/306398,https://media.croma.com/image/upload/v1720696961/Croma%20Assets/Entertainment/Television/Images/306398_0_xuypuh.png
118,SAMSUNG DU7700 Series 125 cm (50 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,59900.0,51990.0,0.0,0,0,https://www.croma.com/samsung-du7700-series-125-cm-50-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305843,https://media.croma.com/image/upload/v1722281391/Croma%20Assets/Entertainment/Television/Images/305843_0_jcrt8o.png
119,LG UR75 108 cm (43 inch) 4K Ultra HD LED WebOS TV with Gen5 AI Processor 4K,Lg,52990.0,38999.0,0.0,0,0,https://www.croma.com/lg-ur75-108-cm-43-inch-4k-ultra-hd-led-webos-tv-with-gen5-ai-processor-4k/p/274893,https://media.croma.com/image/upload/v1722272756/Croma%20Assets/Entertainment/Television/Images/274893_0_kutexf.png
120,SAMSUNG QN90 Series 163 cm (65 inch) Neo QLED 4K Ultra HD Tizen TV with Quantum Matrix Technology,Samsung,249900.0,202490.0,0.0,0,0,https://www.croma.com/samsung-qn90-series-163-cm-65-inch-neo-qled-4k-ultra-hd-tizen-tv-with-quantum-matrix-technology/p/305614,https://media.croma.com/image/upload/v1724857870/Croma%20Assets/Entertainment/Television/Images/305614_0_iwueup.png
121,SAMSUNG LS Frame Series 108 cm (43 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,91900.0,57990.0,5.0,3,3,https://www.croma.com/samsung-ls-frame-series-108-cm-43-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251809,https://media.croma.com/image/upload/v1722285888/Croma%20Assets/Entertainment/Television/Images/251809_0_phhqft.png
122,LG NANO80 Nano Cell 165 cm (65 inch) 4K Ultra HD LED WebOS TV with AI Customization (2024 model),Lg,149990.0,89990.0,0.0,0,0,https://www.croma.com/lg-nano80-nano-cell-165-cm-65-inch-4k-ultra-hd-led-webos-tv-with-ai-customization-2024-model-/p/307310,https://media.croma.com/image/upload/v1717688150/Croma%20Assets/Entertainment/Television/Images/307310_nbxpfq.png
123,TCL P745 249 cm (98 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,599990.0,249990.0,0.0,0,0,https://www.croma.com/tcl-p745-249-cm-98-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303000,https://media.croma.com/image/upload/v1722277223/Croma%20Assets/Entertainment/Television/Images/303000_0_et8uw4.png
124,Kodak CA Series 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Kodak,50999.0,29999.0,0.0,0,0,https://www.croma.com/kodak-ca-series-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/246060,https://media.croma.com/image/upload/v1722274019/Croma%20Assets/Entertainment/Television/Images/246060_0_wvq3xc.png
125,LG G3 139 cm (55 inch) OLED 4K Ultra HD WebOS TV with Dolby Vision and Dolby Atmos (2023 model),Lg,254990.0,164990.0,0.0,0,0,https://www.croma.com/lg-g3-139-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/274031,https://media.croma.com/image/upload/v1696520952/Croma%20Assets/Entertainment/Television/Images/274031_0_ankadp.png
126,SAMSUNG DU7660 109.2 cm (43 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator (2024 model),Samsung,48900.0,34990.0,0.0,0,0,https://www.croma.com/samsung-du7660-109-2-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator-2024-model-/p/305646,https://media.croma.com/image/upload/v1722276236/Croma%20Assets/Entertainment/Television/Images/305646_0_b0dmxv.png
127,Sony Bravia 7 189 cm (75 inch) Mini LED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2024 model),Sony,449990.0,308740.0,0.0,0,0,https://www.croma.com/sony-bravia-7-189-cm-75-inch-mini-led-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2024-model-/p/308091,https://media.croma.com/image/upload/v1721111048/Croma%20Assets/Entertainment/Television/Images/308091_c8qv9f.png
128,TCL C755 249 cm (98 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,899990.0,449990.0,0.0,0,0,https://www.croma.com/tcl-c755-249-cm-98-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303005,https://media.croma.com/image/upload/v1722277262/Croma%20Assets/Entertainment/Television/Images/303005_0_c08u1h.png
129,Croma CREL055UTD024601 140 cm (55 inch) 4K Ultra HD LED Smart Tizen TV with Dolby Audio (2024 model),Croma,55500.0,38990.0,0.0,0,0,https://www.croma.com/croma-crel055utd024601-140-cm-55-inch-4k-ultra-hd-led-smart-tizen-tv-with-dolby-audio-2024-model-/p/306797,https://media.croma.com/image/upload/v1726585801/Croma%20Assets/Entertainment/Television/Images/306797_xar58j.png
130,Haier P7 Series 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos,Haier,66990.0,40990.0,0.0,0,0,https://www.croma.com/haier-p7-series-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos/p/307608,https://media.croma.com/image/upload/v1719032352/Croma%20Assets/Entertainment/Television/307608_stx6zq.png
131,SAMSUNG DU7700 189 cm (75 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator,Samsung,149900.0,116147.0,0.0,0,0,https://www.croma.com/samsung-du7700-189-cm-75-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator/p/305585,https://media.croma.com/image/upload/v1722275225/Croma%20Assets/Entertainment/Television/Images/305585_0_rwr1k6.png
132,SAMSUNG DU7700 176 cm (70 inch) 4K Ultra HD LED Tizen TV with Motion Xcelerator,Samsung,112900.0,87568.0,0.0,0,0,https://www.croma.com/samsung-du7700-176-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-motion-xcelerator/p/305595,https://media.croma.com/image/upload/v1722273695/Croma%20Assets/Entertainment/Television/Images/305595_0_a3nqbu.png
133,KODAK CA-Pro 139 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Kodak,44999.0,28999.0,5.0,5,3,https://www.croma.com/kodak-ca-pro-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/274378,https://media.croma.com/image/upload/v1722276500/Croma%20Assets/Entertainment/Television/Images/274378_0_wgrsdf.png
134,Compaq HUEQ A 126 cm (50 inch) 4K Ultra HD webOS TV with Dolby Audio (2022 model),Compaq,40999.0,34999.0,0.0,0,0,https://www.croma.com/compaq-hueq-a-126-cm-50-inch-4k-ultra-hd-webos-tv-with-dolby-audio-2022-model-/p/272119,https://media.croma.com/image/upload/v1722273036/Croma%20Assets/Entertainment/Television/Images/272119_0_h8ekaf.png
135,SONY BRAVIA 2 126 cm (49.50) 4K Ultra HD LED Google TV with Google Assistant (2024 model),Sony,85900.0,62690.0,0.0,0,0,https://www.croma.com/sony-bravia-2-126-cm-49-50-4k-ultra-hd-led-google-tv-with-google-assistant-2024-model-/p/307839,https://media.croma.com/image/upload/v1719380792/Croma%20Assets/Entertainment/Television/Images/307839_0_t3flc7.png
136,Haier P7 Series 165 cm (65 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos,Haier,101990.0,62990.0,0.0,0,0,https://www.croma.com/haier-p7-series-165-cm-65-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos/p/308115,https://media.croma.com/image/upload/v1720154279/Croma%20Assets/Entertainment/Television/Images/308115_veep0t.png
137,AKAI 127 cm (50 inch) 4K Ultra HD LED Fire TV with Alexa Compatibility (2021 model),Akai,63990.0,63990.0,1.0,1,1,https://www.croma.com/akai-127-cm-50-inch-4k-ultra-hd-led-fire-tv-with-alexa-compatibility-2021-model-/p/246449,https://media.croma.com/image/upload/v1722285454/Croma%20Assets/Entertainment/Television/Images/246449_0_ezstsd.png
138,LG QNED82T 165.1 cm (65 inch) QNED 4K Ultra HD WebOS TV with AI Picture Pro (2024 model),Lg,178990.0,100990.0,0.0,0,0,https://www.croma.com/lg-qned82t-165-1-cm-65-inch-qned-4k-ultra-hd-webos-tv-with-ai-picture-pro-2024-model-/p/307483,https://media.croma.com/image/upload/v1718283070/Croma%20Assets/Entertainment/Television/Images/307483_js5rqf.png
139,Redmi L43R8-FVIN 108 cm (43 inch) 4K Ultra HD LED Fire TV with Vivid Picture Engine (2023 model),Redmi,42999.0,19999.0,0.0,0,0,https://www.croma.com/redmi-l43r8-fvin-108-cm-43-inch-4k-ultra-hd-led-fire-tv-with-vivid-picture-engine-2023-model-/p/308643,https://media.croma.com/image/upload/v1726750198/Croma%20Assets/Entertainment/Television/Images/308643_hhgkzd.png
