Listing Position,Title,Brand,MRP,Price,Average Rating Score,Count of Ratings,Count of Reviews,Product URL,Image_url
227,LG UR80 139 cm (55 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6 (2023 model),Lg,84990.0,52990.0,0.0,0,0,https://www.croma.com/lg-ur80-139-cm-55-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6-2023-model-/p/273717,https://media.croma.com/image/upload/v1689334204/Croma%20Assets/Entertainment/Television/Images/273717_0_vlbtdg.png
228,SONY Bravia 139.7 cm (55 inch) OLED 4K Ultra HD Google TV with Cognitive Processor XR (2023 model),Sony,249900.0,165990.0,5.0,1,0,https://www.croma.com/sony-bravia-139-7-cm-55-inch-oled-4k-ultra-hd-google-tv-with-cognitive-processor-xr-2023-model-/p/273156,https://media.croma.com/image/upload/v1722277064/Croma%20Assets/Entertainment/Television/Images/273156_0_ypveeq.png
229,acer I Series 164 cm (65 inch) 4K Ultra HD LED Android TV with Dolby Vision (2023 model),Acer,78990.0,47999.0,0.0,0,0,https://www.croma.com/acer-i-series-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-dolby-vision-2023-model-/p/274011,https://media.croma.com/image/upload/v1722276390/Croma%20Assets/Entertainment/Television/Images/274011_0_ibnqfm.png
230,SONY X82L 138.8 cm (55 inch) 4K Ultra HD LED Google TV with Live Colour Technology (2023 model),Sony,129900.0,69990.0,2.3333333333,3,3,https://www.croma.com/sony-x82l-138-8-cm-55-inch-4k-ultra-hd-led-google-tv-with-live-colour-technology-2023-model-/p/273719,https://media.croma.com/image/upload/v1722284899/Croma%20Assets/Entertainment/Television/Images/273719_0_wf1rrq.png
231,Sansui 127cm (50 inch) 4K Ultra HD LED Google TV with Quad Core  Processor,Sansui,48690.0,28990.0,3.0,2,2,https://www.croma.com/sansui-127cm-50-inch-4k-ultra-hd-led-google-tv-with-quad-core-processor/p/300049,https://media.croma.com/image/upload/v1722279536/Croma%20Assets/Entertainment/Television/Images/300049_0_t3ivzs.png
232,SAMSUNG QN90D 247 cm (98 inch) Neo QLED 4K Ultra HD Tizen TV with Dolby Atmos (2024 model),Samsung,1799900.0,1399990.0,0.0,0,0,https://www.croma.com/samsung-qn90d-247-cm-98-inch-neo-qled-4k-ultra-hd-tizen-tv-with-dolby-atmos-2024-model-/p/305631,https://media.croma.com/image/upload/v1720697247/Croma%20Assets/Entertainment/Television/Images/305631_0_mpxmlm.png
233,SAMSUNG Series 9 247 cm (98 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,2299000.0,1449000.0,0.0,0,0,https://www.croma.com/samsung-series-9-247-cm-98-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/245102,https://media.croma.com/image/upload/v1722283572/Croma%20Assets/Entertainment/Television/Images/245102_0_jsfhuy.png
234,Acer I Series 139 cm (55 inch) 4K Ultra HD LED Smart Android TV with Google Assistant (2022 model),Acer,47990.0,31999.0,4.7209302326,43,38,https://www.croma.com/acer-i-series-139-cm-55-inch-4k-ultra-hd-led-smart-android-tv-with-google-assistant-2022-model-/p/255845,https://media.croma.com/image/upload/v1722278706/Croma%20Assets/Entertainment/Television/Images/255845_0_ywkr74.png
235,Hisense A65N 109 cm (43 inch) LED 4K Ultra HD Google TV with Dolby Vision and Dolby Digital (2024 model),Hisense,49999.0,26999.0,0.0,0,0,https://www.croma.com/hisense-a65n-109-cm-43-inch-led-4k-ultra-hd-google-tv-with-dolby-vision-and-dolby-digital-2024-model-/p/307479,https://media.croma.com/image/upload/v1720243129/Croma%20Assets/Entertainment/Television/Images/307479_k7yclj.png
236,SONY X80L 125.7 cm (50 inch) 4K Ultra HD LED Google TV with X-Reality PRO (2023 model),Sony,114900.0,66990.0,1.0,1,1,https://www.croma.com/sony-x80l-125-7-cm-50-inch-4k-ultra-hd-led-google-tv-with-x-reality-pro-2023-model-/p/272233,https://media.croma.com/image/upload/v1722272845/Croma%20Assets/Entertainment/Television/Images/272233_0_o4x4io.png
237,SAMSUNG Neo QN90D 216 cm (85 inch) 4K Ultra HD QLED Tizen TV with Dolby Atmos (2024 model),Samsung,749900.0,499990.0,0.0,0,0,https://www.croma.com/samsung-neo-qn90d-216-cm-85-inch-4k-ultra-hd-qled-tizen-tv-with-dolby-atmos-2024-model-/p/305625,https://media.croma.com/image/upload/v1720697074/Croma%20Assets/Entertainment/Television/Images/305625_0_umrit1.png
238,Hisense E7K 164 cm (65 inch) QLED 4K Ultra HD VIDAA TV with Dolby Vision and Dolby Atmos (2023 model),Hisense,89999.0,47999.0,0.0,0,0,https://www.croma.com/hisense-e7k-164-cm-65-inch-qled-4k-ultra-hd-vidaa-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/305411,https://media.croma.com/image/upload/v1722276585/Croma%20Assets/Entertainment/Television/Images/305411_0_opcuba.png
239,SAMSUNG LS Frame Series 125 cm (50 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,124900.0,69990.0,5.0,1,1,https://www.croma.com/samsung-ls-frame-series-125-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251980,https://media.croma.com/image/upload/v1722286974/Croma%20Assets/Entertainment/Television/Images/251980_0_sjwgnf.png
240,SANSUI 140 cm (55 inch) 4K Ultra HD LED Android TV with Dolby Atmos (2021 model),Sansui,56790.0,35999.0,1.0,1,0,https://www.croma.com/sansui-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-dolby-atmos-2021-model-/p/267415,https://media.croma.com/image/upload/v1722282672/Croma%20Assets/Entertainment/Television/Images/267415_0_wnn6wf.png
241,SAMSUNG Series 8 216 cm (85 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,519900.0,519900.0,0.0,0,0,https://www.croma.com/samsung-series-8-216-cm-85-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252010,https://media.croma.com/image/upload/v1722280996/Croma%20Assets/Entertainment/Television/Images/252010_0_oqkqni.png
242,SAMSUNG DU8300 216 cm (85 inch) 4K Ultra HD LED Tizen TV with Dynamic Crystal Color,Samsung,399900.0,304209.0,0.0,0,0,https://www.croma.com/samsung-du8300-216-cm-85-inch-4k-ultra-hd-led-tizen-tv-with-dynamic-crystal-color/p/305582,https://media.croma.com/image/upload/v1720696748/Croma%20Assets/Entertainment/Television/Images/305582_0_j5m0kq.png
243,SAMSUNG 8 Series 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Bezel-less Display,Samsung,127900.0,99990.0,0.0,0,0,https://www.croma.com/samsung-8-series-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-bezel-less-display/p/271666,https://media.croma.com/image/upload/v1702664849/Croma%20Assets/Entertainment/Television/Images/271666_0_epcxew.png
244,PHILIPS 8200 Series 126 cm (50 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Philips,69990.0,64990.0,0.0,0,0,https://www.croma.com/philips-8200-series-126-cm-50-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/232748,https://media.croma.com/image/upload/v1722278852/Croma%20Assets/Entertainment/Television/Images/232748_0_igqlg7.png
245,TOSHIBA 55C350LP 139 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision & Dolby Atmos (2022 model),Toshiba,59990.0,38990.0,0.0,0,0,https://www.croma.com/toshiba-55c350lp-139-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263090,https://media.croma.com/image/upload/v1722281755/Croma%20Assets/Entertainment/Television/Images/263090_0_wxxp5s.png
246,LG NANO75 108 cm (43 inch) 4K Ultra HD Nano Cell Smart WebOS TV with Voice Assistance (2022 model),Lg,61990.0,61990.0,4.8,5,4,https://www.croma.com/lg-nano75-108-cm-43-inch-4k-ultra-hd-nano-cell-smart-webos-tv-with-voice-assistance-2022-model-/p/257220,https://media.croma.com/image/upload/v1722285283/Croma%20Assets/Entertainment/Television/Images/257220_0_e4ojq8.png
247,SAMSUNG Series 9 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,219900.0,219900.0,5.0,2,2,https://www.croma.com/samsung-series-9-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251990,https://media.croma.com/image/upload/v1722273436/Croma%20Assets/Entertainment/Television/Images/251990_0_vzsidp.png
248,LG UT90 190.5 cm (75 inch) 4K Ultra HD LED WebOS TV with Filmmaker Mode (2024 model),Lg,262990.0,149990.0,0.0,0,0,https://www.croma.com/lg-ut90-190-5-cm-75-inch-4k-ultra-hd-led-webos-tv-with-filmmaker-mode-2024-model-/p/306900,https://media.croma.com/image/upload/v1716018527/Croma%20Assets/Entertainment/Television/Images/306900_eyk0c0.png
249,TCL 65P635 Pro 165 cm (65 inch) 4K Ultra HD LED Google TV with Google Assistant,Tcl,126990.0,60990.0,0.0,0,0,https://www.croma.com/tcl-65p635-pro-165-cm-65-inch-4k-ultra-hd-led-google-tv-with-google-assistant/p/272264,https://media.croma.com/image/upload/v1722274963/Croma%20Assets/Entertainment/Television/Images/272264_0_d4ti3j.png
250,SAMSUNG LS01B 127 cm (50 inch) QLED 4K Ultra HD Tizen TV with Matte Display (2024 model),Samsung,119900.0,104900.0,0.0,0,0,https://www.croma.com/samsung-ls01b-127-cm-50-inch-qled-4k-ultra-hd-tizen-tv-with-matte-display-2024-model-/p/307217,https://media.croma.com/image/upload/v1717742346/Croma%20Assets/Entertainment/Television/Images/307217_lh15zq.png
251,LG G2 139 cm (55 inch) OLED 4K Ultra HD WebOS TV with Voice Assistance (2022 model),Lg,254990.0,149990.0,4.2727272727,11,11,https://www.croma.com/lg-g2-139-cm-55-inch-oled-4k-ultra-hd-webos-tv-with-voice-assistance-2022-model-/p/258424,https://media.croma.com/image/upload/v1722285633/Croma%20Assets/Entertainment/Television/Images/258424_0_olpkco.png
252,SAMSUNG QN85 Series 215.9 cm (85 inch) 4K Ultra HD Neo QLED Tizen TV with Motion Xcelerator (2024 model),Samsung,699900.0,424990.0,0.0,0,0,https://www.croma.com/samsung-qn85-series-215-9-cm-85-inch-4k-ultra-hd-neo-qled-tizen-tv-with-motion-xcelerator-2024-model-/p/305624,https://media.croma.com/image/upload/v1722277546/Croma%20Assets/Entertainment/Television/Images/305624_0_dyxxvb.png
253,TOSHIBA 65M550LP 164 cm (65 inch) QLED 4K Ultra HD Google TV with Dolby Vision & Dolby Atmos (2022 model),Toshiba,114990.0,56999.0,0.0,0,0,https://www.croma.com/toshiba-65m550lp-164-cm-65-inch-qled-4k-ultra-hd-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263092,https://media.croma.com/image/upload/v1722281670/Croma%20Assets/Entertainment/Television/Images/263092_0_bbxovb.png
254,SAMSUNG LS01B 138 cm (55 inch) QLED 4K Ultra HD Tizen TV with Matte Display (2024 model),Samsung,163900.0,148900.0,0.0,0,0,https://www.croma.com/samsung-ls01b-138-cm-55-inch-qled-4k-ultra-hd-tizen-tv-with-matte-display-2024-model-/p/307624,https://media.croma.com/image/upload/v1719284916/Croma%20Assets/Entertainment/Television/Images/307624_awqg5d.png
255,LG UR80 218 cm (86 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6 (2023 model),Lg,399990.0,289990.0,0.0,0,0,https://www.croma.com/lg-ur80-218-cm-86-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6-2023-model-/p/273713,https://media.croma.com/image/upload/v1689334065/Croma%20Assets/Entertainment/Television/Images/273713_0_rlpwzb.png
256,TCL C755 216 cm (85 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos (2023 model),Tcl,529990.0,259990.0,0.0,0,0,https://www.croma.com/tcl-c755-216-cm-85-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/303004,https://media.croma.com/image/upload/v1722277305/Croma%20Assets/Entertainment/Television/Images/303004_0_bnkkdb.png
257,SAMSUNG LS Frame Series 189 cm (75 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,424900.0,294990.0,0.0,0,0,https://www.croma.com/samsung-ls-frame-series-189-cm-75-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251983,https://media.croma.com/image/upload/v1722286858/Croma%20Assets/Entertainment/Television/Images/251983_0_lku91t.png
258,SAMSUNG LS Frame Series 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung,222900.0,133990.0,1.0,1,1,https://www.croma.com/samsung-ls-frame-series-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/251982,https://media.croma.com/image/upload/v1722286796/Croma%20Assets/Entertainment/Television/Images/251982_0_wc4tjc.png
259,LG UR8050 126 cm (50 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6,Lg,72990.0,51990.0,0.0,0,0,https://www.croma.com/lg-ur8050-126-cm-50-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6/p/273718,https://media.croma.com/image/upload/v1696519088/Croma%20Assets/Entertainment/Television/Images/273718_0_gqwo9h.png
260,SAMSUNG S90 Series 210.8 cm (83 inch) OLED 4K Ultra HD Tizen TV with NQ4 AI Gen2 Processor,Samsung,724900.0,549990.0,0.0,0,0,https://www.croma.com/samsung-s90-series-210-8-cm-83-inch-oled-4k-ultra-hd-tizen-tv-with-nq4-ai-gen2-processor/p/305926,https://media.croma.com/image/upload/v1722281443/Croma%20Assets/Entertainment/Television/Images/305926_0_qqn0kr.png
261,SAMSUNG 6 Series 214 cm (85 inch) QLED 4K Tizen TV with Bezel-less Display,Samsung,699900.0,524990.0,0.0,0,0,https://www.croma.com/samsung-6-series-214-cm-85-inch-qled-4k-tizen-tv-with-bezel-less-display/p/271990,https://media.croma.com/image/upload/v1702666067/Croma%20Assets/Entertainment/Television/Images/271990_0_gacwax.png
262,SAMSUNG 8 Series 163 cm (65 inch) 4K Ultra HD QLED Tizen TV with Bezel-less Display,Samsung,249900.0,164990.0,0.0,0,0,https://www.croma.com/samsung-8-series-163-cm-65-inch-4k-ultra-hd-qled-tizen-tv-with-bezel-less-display/p/271994,https://media.croma.com/image/upload/v1722286241/Croma%20Assets/Entertainment/Television/Images/271994_0_qz5jad.png
263,SAMSUNG Series 8 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung,89400.0,89400.0,4.5166666667,60,58,https://www.croma.com/samsung-series-8-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/252006,https://media.croma.com/image/upload/v1722280539/Croma%20Assets/Entertainment/Television/Images/252006_0_xqk9v9.png
264,Hisense E6N 164 cm (65 inch) 4K Ultra HD LED Smart Google TV With 4K AI Upscaler (2024 Model),Hisense,79999.0,50999.0,0.0,0,0,https://www.croma.com/hisense-e6n-164-cm-65-inch-4k-ultra-hd-led-smart-google-tv-with-4k-ai-upscaler-2024-model-/p/309501,https://media.croma.com/image/upload/v1723437723/Croma%20Assets/Entertainment/Television/Images/309501_lltovn.png
265,LG QNED81 139 cm (55 inch) 4K Ultra HD QNED Smart WebOS TV with LG Voice Assistance (2022 model),Lg,119990.0,69990.0,4.0769230769,13,13,https://www.croma.com/lg-qned81-139-cm-55-inch-4k-ultra-hd-qned-smart-webos-tv-with-lg-voice-assistance-2022-model-/p/258884,https://media.croma.com/image/upload/v1722284337/Croma%20Assets/Entertainment/Television/Images/258884_0_l1ide7.png
266,Hisense A6K 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Hisense,64999.0,34999.0,3.0,2,1,https://www.croma.com/hisense-a6k-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/275420,https://media.croma.com/image/upload/v1722274213/Croma%20Assets/Entertainment/Television/Images/275420_0_vxxyuv.png
267,TOSHIBA M650MP 139 cm (55 inch) 4K Ultra HD QLED Vidaa TV with Dolby Atmos (2024 model),Toshiba,84999.0,42999.0,0.0,0,0,https://www.croma.com/toshiba-m650mp-139-cm-55-inch-4k-ultra-hd-qled-vidaa-tv-with-dolby-atmos-2024-model-/p/306065,https://media.croma.com/image/upload/v1722284586/Croma%20Assets/Entertainment/Television/Images/306065_0_di0j4t.png
268,TOSHIBA 55M550LP 139 cm (55 inch) 4K Ultra HD QLED Google TV with Dolby Vision & Dolby Atmos (2022 model),Toshiba,79990.0,40999.0,0.0,0,0,https://www.croma.com/toshiba-55m550lp-139-cm-55-inch-4k-ultra-hd-qled-google-tv-with-dolby-vision-dolby-atmos-2022-model-/p/263091,https://media.croma.com/image/upload/v1722281716/Croma%20Assets/Entertainment/Television/Images/263091_0_e5xamw.png
269,SAMSUNG Series 8 216 cm (85 inch) 4K Ultra HD LED Tizen TV with Crystal Processor (2023 model),Samsung,449900.0,279990.0,0.0,0,0,https://www.croma.com/samsung-series-8-216-cm-85-inch-4k-ultra-hd-led-tizen-tv-with-crystal-processor-2023-model-/p/272286,https://media.croma.com/image/upload/v1702666016/Croma%20Assets/Entertainment/Television/Images/272286_0_ymkkdb.png
270,SAMSUNG 8 Series 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Adaptive Sound,Samsung,119900.0,82990.0,0.0,0,0,https://www.croma.com/samsung-8-series-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-adaptive-sound/p/271665,https://media.croma.com/image/upload/v1702664834/Croma%20Assets/Entertainment/Television/Images/271665_0_fkm30z.png
271,SONY XR Series 215 cm (85 inch) 4K Ultra HD LED Google TV with XR Cognitive Processor (2023 model),Sony,899900.0,489240.0,0.0,0,0,https://www.croma.com/sony-xr-series-215-cm-85-inch-4k-ultra-hd-led-google-tv-with-xr-cognitive-processor-2023-model-/p/273959,https://media.croma.com/image/upload/v1712056093/Croma%20Assets/Entertainment/Television/Images/273959_0_zkkxo8.png
272,SAMSUNG 6 Series 138 cm (55 inch) QLED 4K Tizen TV with Bezel-less Display,Samsung,105900.0,70999.0,0.0,0,0,https://www.croma.com/samsung-6-series-138-cm-55-inch-qled-4k-tizen-tv-with-bezel-less-display/p/271987,https://media.croma.com/image/upload/v1702663374/Croma%20Assets/Entertainment/Television/Images/271987_0_nqeexk.png
273,SAMSUNG QE1D 189 cm (75 inch) QLED 4K Ultra HD Tizen TV with 4K Upscaling (2024 model),Samsung,344900.0,199000.0,0.0,0,0,https://www.croma.com/samsung-qe1d-189-cm-75-inch-qled-4k-ultra-hd-tizen-tv-with-4k-upscaling-2024-model-/p/308223,https://media.croma.com/image/upload/v1722240226/Croma%20Assets/Entertainment/Television/Images/308223_0_ltxcm0.png
274,SAMSUNG S90 Series 195 cm (77 inch) OLED 4K Ultra HD Tizen TV with NQ4 AI Gen2 Processor,Samsung,549900.0,433189.0,0.0,0,0,https://www.croma.com/samsung-s90-series-195-cm-77-inch-oled-4k-ultra-hd-tizen-tv-with-nq4-ai-gen2-processor/p/305925,https://media.croma.com/image/upload/v1722281416/Croma%20Assets/Entertainment/Television/Images/305925_0_guzsx5.png
275,Haier GS Series 127 cm (50 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Haier,65990.0,37990.0,0.0,0,0,https://www.croma.com/haier-gs-series-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/273161,https://media.croma.com/image/upload/v1704790857/Croma%20Assets/Entertainment/Television/Images/273161_0_ymtvvk.png
276,LG QNED82T 190.5 cm (75 inch) QNED 4K Ultra HD WebOS TV with AI Picture Pro (2024 model),Lg,299990.0,164990.0,0.0,0,0,https://www.croma.com/lg-qned82t-190-5-cm-75-inch-qned-4k-ultra-hd-webos-tv-with-ai-picture-pro-2024-model-/p/307482,https://media.croma.com/image/upload/v1718282957/Croma%20Assets/Entertainment/Television/Images/307482_jwze0b.png
277,Hisense U7N 165 cm (65 inch) Mini QLED 4K Ultra HD VIDAA TV with Dolby Vision and Dolby Atmos (2024 model),Hisense,149999.0,114999.0,0.0,0,0,https://www.croma.com/hisense-u7n-165-cm-65-inch-mini-qled-4k-ultra-hd-vidaa-tv-with-dolby-vision-and-dolby-atmos-2024-model-/p/308117,https://media.croma.com/image/upload/v1720154485/Croma%20Assets/Entertainment/Television/Images/308117_tpgauc.png
278,LG NANO75 139 cm (55 inch) 4K Ultra HD Nano Cell Smart WebOS TV with Voice Assistance,Lg,94990.0,64490.0,4.5238095238,63,61,https://www.croma.com/lg-nano75-139-cm-55-inch-4k-ultra-hd-nano-cell-smart-webos-tv-with-voice-assistance/p/258430,https://media.croma.com/image/upload/v1722285357/Croma%20Assets/Entertainment/Television/Images/258430_0_qtfnvy.png
279,TCL C Series 190.5 cm (75 inch) 4K Ultra HD QLED Smart Android TV with Voice Assistance (2022 model),Tcl,299990.0,299990.0,0.0,0,0,https://www.croma.com/tcl-c-series-190-5-cm-75-inch-4k-ultra-hd-qled-smart-android-tv-with-voice-assistance-2022-model-/p/255763,https://media.croma.com/image/upload/v1722281032/Croma%20Assets/Entertainment/Television/Images/255763_0_mme9tv.png
280,TCL 50P635 Pro 127 cm (50 inch) 4K Ultra HD LED Google TV with Bezel Less Display (2023 model),Tcl,66990.0,30990.0,5.0,2,2,https://www.croma.com/tcl-50p635-pro-127-cm-50-inch-4k-ultra-hd-led-google-tv-with-bezel-less-display-2023-model-/p/272262,https://media.croma.com/image/upload/v1722274829/Croma%20Assets/Entertainment/Television/Images/272262_0_mntppf.png
281,SAMSUNG 8 Series 138 cm (55 inch) 4K Ultra HD QLED Tizen TV with Bezel-less Display,Samsung,189900.0,90990.0,0.0,0,0,https://www.croma.com/samsung-8-series-138-cm-55-inch-4k-ultra-hd-qled-tizen-tv-with-bezel-less-display/p/271993,https://media.croma.com/image/upload/v1722286205/Croma%20Assets/Entertainment/Television/Images/271993_0_krly5y.png
282,TOSHIBA M650MP 164 cm (65 inch) 4K Ultra HD QLED Vidaa TV with Dolby Atmos,Toshiba,114999.0,59999.0,0.0,0,0,https://www.croma.com/toshiba-m650mp-164-cm-65-inch-4k-ultra-hd-qled-vidaa-tv-with-dolby-atmos/p/306165,https://media.croma.com/image/upload/v1722285545/Croma%20Assets/Entertainment/Television/Images/306165_0_y9cg5j.png
283,LG C3 195 cm (77 inch) OLED 4K Ultra HD WebOS TV with AI Processor Gen6 AI,Lg,699990.0,459990.0,0.0,0,0,https://www.croma.com/lg-c3-195-cm-77-inch-oled-4k-ultra-hd-webos-tv-with-ai-processor-gen6-ai/p/274033,https://media.croma.com/image/upload/v1722280371/Croma%20Assets/Entertainment/Television/Images/274033_0_olr7il.png
284,TCL 55P635 Pro 140 cm (55 inch) 4K Ultra HD LED Google TV with Google Assistant,Tcl,79990.0,33990.0,2.0,4,4,https://www.croma.com/tcl-55p635-pro-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-google-assistant/p/272263,https://media.croma.com/image/upload/v1722274908/Croma%20Assets/Entertainment/Television/Images/272263_0_qys3po.png
285,Hisense E6N 139 cm (55 inch) 4K Ultra HD LED Smart Google TV With 4K AI Upscaler (2024 Model),Hisense,59999.0,34999.0,0.0,0,0,https://www.croma.com/hisense-e6n-139-cm-55-inch-4k-ultra-hd-led-smart-google-tv-with-4k-ai-upscaler-2024-model-/p/309604,https://media.croma.com/image/upload/v1723546183/Croma%20Assets/Entertainment/Television/Images/309604_xa0kc0.png
286,Hisense U6N Pro 165 cm (65 inch) 4K Ultra HD Mini LED VIDAA TV with Dolby Vision & Dolby Atmos,Hisense,119999.0,69999.0,0.0,0,0,https://www.croma.com/hisense-u6n-pro-165-cm-65-inch-4k-ultra-hd-mini-led-vidaa-tv-with-dolby-vision-dolby-atmos/p/308118,https://media.croma.com/image/upload/v1720154805/Croma%20Assets/Entertainment/Television/Images/308118_q0ctld.png
287,SONY X80L 215 cm (85 inch) 4K Ultra HD LED Google TV with X-Reality PRO (2023 model),Sony,599900.0,265990.0,0.0,0,0,https://www.croma.com/sony-x80l-215-cm-85-inch-4k-ultra-hd-led-google-tv-with-x-reality-pro-2023-model-/p/273990,https://media.croma.com/image/upload/v1722286932/Croma%20Assets/Entertainment/Television/Images/273990_0_e3mgi3.png
288,Acer Frameless 109 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant,Acer,34990.0,34990.0,4.5483870968,62,58,https://www.croma.com/acer-frameless-109-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant/p/246906,https://media.croma.com/image/upload/v1722276208/Croma%20Assets/Entertainment/Television/Images/246906_0_xe7drl.png
289,Hisense A7K 165 cm (65 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Hisense,69999.0,48999.0,0.0,0,0,https://www.croma.com/hisense-a7k-165-cm-65-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/275423,https://media.croma.com/image/upload/v1722274427/Croma%20Assets/Entertainment/Television/Images/275423_0_mrtwhq.png
290,KODAK CA-Pro 164 cm (65 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Kodak,69999.0,42999.0,0.0,0,0,https://www.croma.com/kodak-ca-pro-164-cm-65-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/274379,https://media.croma.com/image/upload/v1718798566/Croma%20Assets/Entertainment/Television/Images/274379_0_rhgfhx.png
291,LG UR80 189 cm (75 inch) 4K Ultra HD LED WebOS TV with AI Processor 4K Gen6 (2023 model),Lg,224990.0,127990.0,0.0,0,0,https://www.croma.com/lg-ur80-189-cm-75-inch-4k-ultra-hd-led-webos-tv-with-ai-processor-4k-gen6-2023-model-/p/273714,https://media.croma.com/image/upload/v1689334185/Croma%20Assets/Entertainment/Television/Images/273714_0_isvi9k.png
292,LG UR75 165 cm (65 inch) 4K Ultra HD LED WebOS TV with α5 Gen5 AI Processor 4K,Lg,104990.0,77990.0,0.0,0,0,https://www.croma.com/lg-ur75-165-cm-65-inch-4k-ultra-hd-led-webos-tv-with-%ce%b15-gen5-ai-processor-4k/p/274894,https://media.croma.com/image/upload/v1722272887/Croma%20Assets/Entertainment/Television/Images/274894_0_uwsudx.png
293,Hisense A7K 140 cm (55 inch) 4K Ultra HD LED Google TV with Dolby Vision and Dolby Atmos,Hisense,69999.0,35999.0,4.0,1,1,https://www.croma.com/hisense-a7k-140-cm-55-inch-4k-ultra-hd-led-google-tv-with-dolby-vision-and-dolby-atmos/p/275422,https://media.croma.com/image/upload/v1722274391/Croma%20Assets/Entertainment/Television/Images/275422_0_lyelkp.png
294,SONY X90L 189 cm (75 inch) 4K Ultra HD LED Google TV with Cognitive Processor XR (2023 model),Sony,379900.0,251740.0,0.0,0,0,https://www.croma.com/sony-x90l-189-cm-75-inch-4k-ultra-hd-led-google-tv-with-cognitive-processor-xr-2023-model-/p/275536,https://media.croma.com/image/upload/v1696518076/Croma%20Assets/Entertainment/Television/Images/275536_0_aiexy7.png
295,Haier GS Series 109 cm (43 inch) 4K Ultra HD LED Google TV with Dolby Atmos,Haier,50990.0,30990.0,0.0,0,0,https://www.croma.com/haier-gs-series-109-cm-43-inch-4k-ultra-hd-led-google-tv-with-dolby-atmos/p/273162,https://media.croma.com/image/upload/v1696519165/Croma%20Assets/Entertainment/Television/Images/273162_0_lxec3u.png
296,Hisense E7K Pro 164 cm (65 inch) QLED 4K Ultra HD VIDAA TV with Dolby Vision and Dolby Atmos (2023 model),Hisense,99999.0,59999.0,0.0,0,0,https://www.croma.com/hisense-e7k-pro-164-cm-65-inch-qled-4k-ultra-hd-vidaa-tv-with-dolby-vision-and-dolby-atmos-2023-model-/p/305414,https://media.croma.com/image/upload/v1710594690/Croma%20Assets/Entertainment/Television/Images/305414_wzroxj.png
